Constitui constituir VMIP3S0 0.944444 01647229-v:0/02621395-v:0
profissional profissional AQ0CS00 0.567364 01868724-a:0/01870100-a:0/02556402-a:0/02839505-a:0/02840478-a:0
fora ir VMIM1S0 0.0849582 00341560-v:0/00343898-v:0/00359916-v:0/01192992-v:0/01835496-v:0/01839538-v:0/01841079-v:0/01846916-v:0/01882814-v:0/01904930-v:0/01935233-v:0/01955984-v:0/01957529-v:0/01995549-v:0/02009433-v:0/02051694-v:0/02072849-v:0/02102002-v:0/02102398-v:0/02493030-v:0/02685951-v:0/02686471-v:0/02737876-v:0
de de SP 1 -
as o DA0FP0 0.974798 - o PD0FP00 0.0142702 - o PP3FPA0 0.0109322 -
normas norma NCFP000 1 05846054-n:0/06652242-n:0/09372176-n:0/13854488-n:0
e e CC 0.999951 -
preceitos preceito NCMP000 1 06185955-n:0/06655388-n:0
estabelecidos estabelecer VMP00PM 0.992518 00539338-v:0/00665476-v:0/01647229-v:0/01655505-v:0/02427103-v:0/02621395-v:0/02635033-v:0/01635146-a:0/02493300-a:0
em em SP 1 -
esta este DD0FS0 0.877868 - este PD0FS00 0.122132 -
lei lei NCFS000 1 05846054-n:0/05872982-n:0/06532330-n:0/08209687-n:0/08441203-n:0/08456347-n:0
; ; Fx 1 -
valer valer VMN03S0 1 02646378-v:0/02676789-v:0/02683489-v:0/02702508-v:0/02703018-v:0
se se PP3CN00 1 -
de de SP 1 -
agenciador agenciador NCMS000 0.63261 09866222-n:0
de de SP 1 -
causas causa NCFP000 0.97619 00798245-n:0/01181902-n:0/01182654-n:0/07326557-n:0/09178999-n:0/09179382-n:0
, , Fc 1 -
mediante mediante SP 0.681897 -
participação participação NCFS000 1 01239064-n:0/13793504-n:0/13924659-n:0
em em SP 1 -
os o DA0MP0 1 -
honorários honorário NCMP000 0.632572 -
a a SP 0.313151 -
receber receber VMN0000 0.330909 00522751-v:0/00617095-v:0/00686879-v:0/00900583-v:0/01194418-v:0/01470225-v:0/02108377-v:0/02108654-v:0/02210119-v:0/02210855-v:0/02739480-v:0
; ; Fx 1 -
angariar angariar VMN0000 0.529581 01098452-v:0
ou ou CC 1 -
captar captar VMN0000 0.529581 02107248-v:0/02270815-v:0
causas causa NCFP000 0.97619 00798245-n:0/01181902-n:0/01182654-n:0/07326557-n:0/09178999-n:0/09179382-n:0
, , Fc 1 -
com com SP 1 -
ou ou CC 1 -
sem sem SP 1 -
a o DA0FS0 0.675415 -
intervenção intervenção NCFS000 1 01068184-n:0/01240210-n:0/06661562-n:0
de de SP 1 -
terceiros terceiro AO0MP00 1 -
; ; Fx 1 -
assinar assinar VMN0000 0.32973 00889229-v:0/00996485-v:0/00997020-v:0/02209745-v:0/02464866-v:0
qualquer qualquer DI0CS0 0.881232 -
escrito escrito NCMS000 0.255814 -
destinado destinar VMP00SM 0.986111 00709379-v:0/00746479-v:0/00340626-a:0/01682822-a:0
a a SP 0.313151 -
processo processo NCMS000 0.998008 01023636-n:0/01023820-n:0/01181902-n:0/01182654-n:0/01198307-n:0
judicial judicial AQ0CS00 1 00650135-a:0/01400961-a:0/02752987-a:0/02753205-a:0/02753724-a:0
ou ou CC 1 -
para para SP 0.999444 -
fim fim NCMS000 1 05981230-n:0/07291312-n:0/07291794-n:0/11410625-n:0/15143477-n:0/15266911-n:0/15267536-n:0
extrajudicial extrajudicial AQ0CS00 1 01403316-a:0
que que PR0CN00 0.584265 -
não não RN 0.99985 00024073-r:0
tenha ter VMSP1S0 0.498759 00056930-v:0/00065370-v:0/00065639-v:0/00121046-v:0/00639849-v:0/02108026-v:0/02203362-v:0/02204692-v:0/02632167-v:0/02700867-v:0/02746275-v:0/02749904-v:0
feito fazer VMP00SM 0.992095 00012267-v:0/00120316-v:0/00665476-v:0/00698256-v:0/00767334-v:0/01438902-v:0/01619014-v:0/01621555-v:0/01627355-v:0/01628197-v:0/01629000-v:0/01629589-v:0/01640207-v:0/01645601-v:0/01649024-v:0/01685313-v:0/01712704-v:0/01714208-v:0/01719921-v:0/01738774-v:0/01739814-v:0/01752495-v:0/01752884-v:0/01755504-v:0/02176268-v:0/02211948-v:0/02355596-v:0/02367363-v:0/02374764-v:0/02582921-v:0/02599636-v:0/02621133-v:0/02745332-v:0
, , Fc 1 -
ou ou CC 1 -
em em SP 1 -
que que PR0CN00 0.584265 -
não não RN 0.99985 00024073-r:0
tenha ter VMSP1S0 0.498759 00056930-v:0/00065370-v:0/00065639-v:0/00121046-v:0/00639849-v:0/02108026-v:0/02203362-v:0/02204692-v:0/02632167-v:0/02700867-v:0/02746275-v:0/02749904-v:0
colaborado colaborar VMP00SM 1 02416278-v:0
; ; Fx 1 -
advogar advogar VMN0000 0.529581 00760576-v:0/00827730-v:0/02589576-v:0
contra contra SP 0.996248 -
literal literal AQ0CS00 1 00914983-a:0/01418789-a:0/02460964-a:0
disposição disposição NCFS000 1 00043609-n:0/04623612-n:0/04644512-n:0/04644512-n:0/04835724-n:0
de de SP 1 -
lei lei NCFS000 1 05846054-n:0/05872982-n:0/06532330-n:0/08209687-n:0/08441203-n:0/08456347-n:0
, , Fc 1 -
presumindo presumir VMG0000 1 00011551-v:0/00632236-v:0/00809654-v:0/01015677-v:0
se se PP3CN00 1 -
a o DA0FS0 0.675415 -
boa-fé boa-fé NCMS000 0.500006 -
quando quando RG 0.998992 -
fundamentado fundamentar VMP00SM 0.892572 00636888-v:0/02499511-a:0
em em SP 1 -
a o DA0FS0 1 -
inconstitucionalidade inconstitucionalidade NCFS000 1 -
, , Fc 1 -
em em SP 1 -
a o DA0FS0 1 -
injustiça injustiça NCFS000 1 00744616-n:0/04854389-n:0
de de SP 1 -
a o DA0FS0 0.675415 - a SP 0.313151 - o PP3FSA0 0.00613742 - o PD0FS00 0.00514062 - a NCMS000 0.000156639 06831177-n:0
lei lei NCFS000 1 05846054-n:0/05872982-n:0/06532330-n:0/08209687-n:0/08441203-n:0/08456347-n:0
ou ou CC 1 -
em em SP 1 -
pronunciamento pronunciamento NCMS000 1 06727224-n:0
judicial judicial AQ0CS00 1 00650135-a:0/01400961-a:0/02752987-a:0/02753205-a:0/02753724-a:0
anterior anterior AQ0CS00 1 00122128-a:0/00668816-a:0/00814611-a:0/01729819-a:0
; ; Fx 1 -
violar violar NCMS000 0.0805 -
, , Fc 1 -
sem sem SP 1 -
justa justo AQ0FS00 0.46384 00021766-a:0/00631391-a:0/00958151-a:0/01447937-a:0/02036578-a:0/02036934-a:0/02526441-a:0
causa causa NCFS000 0.931889 00798245-n:0/01181902-n:0/01182654-n:0/07326557-n:0/09178999-n:0/09179382-n:0
, , Fc 1 -
sigilo sigilo NCMS000 0.914011 14416089-n:0
profissional profissional AQ0CS00 0.567364 01868724-a:0/01870100-a:0/02556402-a:0/02839505-a:0/02840478-a:0
; ; Fx 1 -
estabelecer estabelecer VMN0000 0.529581 00539338-v:0/00665476-v:0/01647229-v:0/01655505-v:0/02427103-v:0/02621395-v:0/02635033-v:0
entendimento entendimento NCMS000 1 05651680-n:0/07513247-n:0
com com SP 1 -
a o DA0FS0 0.675415 -
parte parte NCFS000 0.969571 01085098-n:0/03081021-n:0/03390207-n:0/03892891-n:0/04164989-n:0/05868954-n:0/06392001-n:0/09385911-n:0/09428741-n:0/10440387-n:0/13086908-n:0/13286524-n:0/13809207-n:0
adversa adverso AQ0FS00 0.869767 -
sem sem SP 1 -
autorização autorização NCFS000 1 01138670-n:0/05176607-n:0/05196582-n:0/06687358-n:0/06689297-n:0
de de SP 1 -
o o DA0MS0 0.950254 - o PD0MS00 0.0313531 - o PP3MSA0 0.0183743 - o NCMS000 1.85412e-05 05198036-n:0/06832680-n:0
cliente cliente NCCS000 1 09984659-n:0/09985075-n:0/10407726-n:0
ou ou CC 1 -
ciência ciência NCFS000 1 05636887-n:0/05985999-n:0/05999540-n:0/05999797-n:0/06000400-n:0
de de SP 1 -
o o DA0MS0 0.950254 - o PD0MS00 0.0313531 - o PP3MSA0 0.0183743 - o NCMS000 1.85412e-05 05198036-n:0/06832680-n:0
advogado advogado NCMS000 0.975904 09774783-n:0/09775663-n:0/09840963-n:0/10249950-n:0/10623175-n:0
contrário contrário AQ0MS00 0.0833333 01246148-a:0/01662756-a:0/02382396-a:0
; ; Fx 1 -
prejudicar prejudicar VMN0000 0.529581 02513460-v:0/02513742-v:0
, , Fc 1 -
por por SP 1 -
culpa culpa NCFS000 0.819323 04669692-n:0/06713752-n:0/07536245-n:0/13990675-n:0/13991346-n:0
grave grave AQ0CS00 0.927273 00651039-a:0/00689336-a:0/02119213-a:0
, , Fc 1 -
interesse interessar VMSP1S0 0.0820896 00722675-v:0/01821423-v:0/02678663-v:0
confiado confiar VMP00SM 0.992512 02349212-v:0
a a SP 1 -
o o DA0MS0 0.950254 - o PD0MS00 0.0313531 - o PP3MSA0 0.0183743 - o NCMS000 1.85412e-05 05198036-n:0/06832680-n:0
seu seu DP3MSS 0.957305 -
patrocínio patrocínio NCMS000 1 01215036-n:0
; ; Fx 1 -
acarretar acarretar VMN0000 0.529581 02633218-v:0
, , Fc 1 -
conscientemente consciente RG 1 -
, , Fc 1 -
por por SP 1 -
ato ato NCMS000 0.914009 00030358-n:0/00037396-n:0/00550341-n:0/06532095-n:0/06545137-n:0/07009640-n:0
próprio próprio AQ0MS00 0.95045 01104026-a:0/01104889-a:0/01768724-a:0/01878466-a:0
, , Fc 1 -
a o DA0FS0 0.675415 -
anulação anulação NCFS000 1 00231567-n:0/00231887-n:0/01240979-n:0
ou ou CC 1 -
a o DA0FS0 0.675415 -
nulidade nulidade NCFS000 1 06532763-n:0
de de SP 1 -
o o DA0MS0 0.950254 - o PD0MS00 0.0313531 - o PP3MSA0 0.0183743 - o NCMS000 1.85412e-05 05198036-n:0/06832680-n:0
processo processo NCMS000 0.998008 01023636-n:0/01023820-n:0/01181902-n:0/01182654-n:0/01198307-n:0
em em SP 1 -
que que CS 0.398036 -
funcione funcionar VMSP3S0 0.648515 01096497-v:0/01525666-v:0/01526139-v:0/01526290-v:0/02525447-v:0/02541251-v:0/02722449-v:0
; ; Fx 1 -
abandonar abandonar VMN0000 0.529581 00363110-v:0/00613248-v:0/00613393-v:0/00613683-v:0/00614057-v:0/00614444-v:0/00614664-v:0/01083044-v:0/01842367-v:0/02076676-v:0/02223136-v:0/02227487-v:0/02227741-v:0/02228031-v:0/02228268-v:0/02316304-v:0/02382367-v:0/02383440-v:0/02584097-v:0
a o DA0FS0 0.675415 -
causa causa NCFS000 0.931889 00798245-n:0/01181902-n:0/01182654-n:0/07326557-n:0/09178999-n:0/09179382-n:0
sem sem SP 1 -
justo justo NCMS000 0.635066 -
motivo motivo NCMS000 0.97619 00023773-n:0/03789014-n:0/05920272-n:0/07028797-n:0/07029682-n:0/09178999-n:0
ou ou CC 1 -
antes antes RG 0.996627 00060632-r:0/00060939-r:0
de de SP 1 -
decorridos decorrer VMP00PM 0.992518 00799383-v:0/01784602-a:0
dez 10 Z 1 -
dias dia NCMP000 1 15123115-n:0/15136453-n:0/15136723-n:0/15155220-n:0/15157041-n:0/15157225-n:0/15159583-n:0/15164957-n:0/15208333-n:0/15208540-n:0
de de SP 1 -
a o DA0FS0 0.675415 - a SP 0.313151 - o PP3FSA0 0.00613742 - o PD0FS00 0.00514062 - a NCMS000 0.000156639 06831177-n:0
comunicação comunicação NCFS000 1 00033020-n:0/06252138-n:0/06623614-n:0/06746580-n:0/07212612-n:0
de de SP 1 -
a o DA0FS0 0.675415 - a SP 0.313151 - o PP3FSA0 0.00613742 - o PD0FS00 0.00514062 - a NCMS000 0.000156639 06831177-n:0
renúncia renúncia NCFS000 1 00205079-n:0/00212808-n:0/00213694-n:0/06511560-n:0/07207410-n:0/07254267-n:0/07254456-n:0/07254594-n:0/07254836-n:0/14413411-n:0
; ; Fx 1 -
recusar recusar VMN03S0 1 00686249-v:0/00796976-v:0/00797430-v:0/02214190-v:0/02237338-v:0/02502916-v:0/02707800-v:0/02755017-v:0
se se PP3CN00 1 -
a a SP 0.313151 -
prestar prestar VMN0000 0.529581 00732224-v:0/02324182-v:0
, , Fc 1 -
sem sem SP 1 -
justo justo AQ0MS00 0.175008 00021766-a:0/00631391-a:0/00958151-a:0/01447937-a:0/02036578-a:0/02036934-a:0/02526441-a:0
motivo motivo NCMS000 0.97619 00023773-n:0/03789014-n:0/05920272-n:0/07028797-n:0/07029682-n:0/09178999-n:0
, , Fc 1 -
assistência assistência NCFS000 1 00558008-n:0/01207609-n:0/01209220-n:0/01233397-n:0/05149832-n:0/05154908-n:0
jurídica jurídico AQ0FS00 1 02753724-a:0
, , Fc 1 -
quando quando RG 0.998992 -
nomeado nomear VMP00SM 0.97619 01026095-v:0/01028748-v:0/01029642-v:0/02396205-v:0/02396716-v:0/02400760-v:0/02401523-v:0/02475922-v:0/02635794-a:0
em_virtude_de em_virtude_de SP 1 -
impossibilidade impossibilidade NCFS000 1 14483126-n:0
de de SP 1 -
a o DA0FS0 0.675415 - a SP 0.313151 - o PP3FSA0 0.00613742 - o PD0FS00 0.00514062 - a NCMS000 0.000156639 06831177-n:0
Defensoria_Pública defensoria_pública NP00SP0 1 10490557-n:0
; ; Fx 1 -
fazer fazer VMN0000 0.533333 00012267-v:0/00120316-v:0/00665476-v:0/00698256-v:0/00767334-v:0/01438902-v:0/01619014-v:0/01621555-v:0/01627355-v:0/01628197-v:0/01629000-v:0/01629589-v:0/01640207-v:0/01645601-v:0/01649024-v:0/01685313-v:0/01712704-v:0/01714208-v:0/01719921-v:0/01738774-v:0/01739814-v:0/01752495-v:0/01752884-v:0/01755504-v:0/02176268-v:0/02211948-v:0/02355596-v:0/02367363-v:0/02374764-v:0/02582921-v:0/02599636-v:0/02621133-v:0/02745332-v:0
publicar publicar VMN0000 0.529581 00967625-v:0/01744611-v:0/01745722-v:0
em em SP 1 -
a o DA0FS0 1 -
imprensa imprensa NCFS000 0.992933 03999992-n:0/04000311-n:0/06263369-n:0/08168241-n:0
, , Fc 1 -
desnecessária desnecessário AQ0FS00 1 00549826-a:0/01581115-a:0/01582049-a:0
e e CC 0.999951 -
habitualmente habitual RG 1 -
, , Fc 1 -
alegações alegação NCFP000 1 06559365-n:0/07236077-n:0
forenses forense AQ0CP00 1 00863361-a:0/02017613-a:0
ou ou CC 1 -
relativas relativo AQ0FP00 1 00006032-a:0/00482673-a:0
a o DA0FS0 0.675415 -
causas causa NCFP000 0.97619 00798245-n:0/01181902-n:0/01182654-n:0/07326557-n:0/09178999-n:0/09179382-n:0
pendentes pendente AQ0CP00 0.667364 01004703-a:0
; ; Fx 1 -
deturpar deturpar VMN0000 0.529581 02576921-v:0
o o DA0MS0 0.950254 -
teor teor NCMS000 1 07051975-n:0/13779374-n:0
de de SP 1 -
dispositivo dispositivo NCMS000 0.452636 03183080-n:0/07068844-n:0
de de SP 1 -
lei lei NCFS000 1 05846054-n:0/05872982-n:0/06532330-n:0/08209687-n:0/08441203-n:0/08456347-n:0
, , Fc 1 -
de de SP 1 -
citação citação NCFS000 1 00318391-n:0/06557047-n:0/06558277-n:0/06613056-n:0/06763681-n:0
doutrinária doutrinário AQ0FS00 1 -
ou ou CC 1 -
de de SP 1 -
julgado julgar VMP00SM 0.721918 00670261-v:0/00672277-v:0/00693780-v:0/00822367-v:0/00828374-v:0/00971650-v:0/00971999-v:0/02166460-v:0/02501278-v:0
, , Fc 1 -
bem_como bem_como RG 1 00117082-r:0
de de SP 1 -
depoimentos depoimento NCMP000 1 06732710-n:0/06734467-n:0
, , Fc 1 -
documentos documento NCMP000 1 03217458-n:0/06470073-n:0/13403331-n:0
e e CC 0.999951 -
alegações alegação NCFP000 1 06559365-n:0/07236077-n:0
de de SP 1 -
a o DA0FS0 0.675415 - a SP 0.313151 - o PP3FSA0 0.00613742 - o PD0FS00 0.00514062 - a NCMS000 0.000156639 06831177-n:0
parte parte NCFS000 0.969571 01085098-n:0/03081021-n:0/03390207-n:0/03892891-n:0/04164989-n:0/05868954-n:0/06392001-n:0/09385911-n:0/09428741-n:0/10440387-n:0/13086908-n:0/13286524-n:0/13809207-n:0
contrária contrário AQ0FS00 0.667311 01246148-a:0/01662756-a:0/02382396-a:0
, , Fc 1 -
para para SP 0.999444 -
confundir confundir VMN0000 0.529581 00617748-v:0/00618267-v:0/00619610-v:0/00620532-v:0/00620673-v:0/00621734-v:0/01657254-v:0/01790020-v:0/01790739-v:0/01791408-v:0/01791973-v:0
o o DA0MS0 0.950254 -
adversário adversário NCMS000 0.632636 09773245-n:0/10379620-n:0/10533013-n:0
ou ou CC 1 -
iludir iludir VMN0000 0.529581 02575082-v:0
o o DA0MS0 0.950254 -
juiz juiz NCMS000 1 09769636-n:0/09803429-n:0/10225219-n:0/10372076-n:0/10514429-n:0/10735984-n:0
de de SP 1 -
a o DA0FS0 0.675415 - a SP 0.313151 - o PP3FSA0 0.00613742 - o PD0FS00 0.00514062 - a NCMS000 0.000156639 06831177-n:0
causa causa NCFS000 0.931889 00798245-n:0/01181902-n:0/01182654-n:0/07326557-n:0/09178999-n:0/09179382-n:0
; ; Fx 1 -
fazer fazer VMN0000 0.533333 00012267-v:0/00120316-v:0/00665476-v:0/00698256-v:0/00767334-v:0/01438902-v:0/01619014-v:0/01621555-v:0/01627355-v:0/01628197-v:0/01629000-v:0/01629589-v:0/01640207-v:0/01645601-v:0/01649024-v:0/01685313-v:0/01712704-v:0/01714208-v:0/01719921-v:0/01738774-v:0/01739814-v:0/01752495-v:0/01752884-v:0/01755504-v:0/02176268-v:0/02211948-v:0/02355596-v:0/02367363-v:0/02374764-v:0/02582921-v:0/02599636-v:0/02621133-v:0/02745332-v:0
, , Fc 1 -
em em SP 1 -
nome nome NCMS000 1 06319293-n:0/06320004-n:0/06333653-n:0/06337307-n:0/06337307-n:0/06338908-n:0/06720964-n:0/14438788-n:0
de de SP 1 -
o o DA0MS0 0.950254 - o PD0MS00 0.0313531 - o PP3MSA0 0.0183743 - o NCMS000 1.85412e-05 05198036-n:0/06832680-n:0
constituinte constituinte NCCS000 0.243133 06312966-n:0/09985075-n:0
, , Fc 1 -
sem sem SP 1 -
autorização autorização NCFS000 1 01138670-n:0/05176607-n:0/05196582-n:0/06687358-n:0/06689297-n:0
escrita escrever VMP00SF 0.422003 00993014-v:0/01007027-v:0/01691057-v:0/01698271-v:0/01699896-v:0/01704452-v:0/01705494-v:0/01744611-v:0/02213270-a:0/02284578-a:0/02286661-a:0
de de SP 1 -
este este DD0MS0 1 -
, , Fc 1 -
imputação imputação NCFS000 1 05735478-n:0/07237038-n:0
a o DA0FS0 0.675415 -
terceiro terceiro AO0MS00 0.992424 -
de de SP 1 -
fato fato NCMS000 1 00029378-n:0/04350905-n:0/05819453-n:0/06636259-n:0
definido definir VMP00SM 0.992518 00957378-v:0/01062938-a:0
como como CS 0.751351 -
crime crime NCMS000 1 00766234-n:0/00767477-n:0/00768701-n:0
; ; Fx 1 -
deixar deixar VMN0000 0.331507 00120316-v:0/00360092-v:0/00771490-v:0/00802318-v:0/01474550-v:0/01860795-v:0/02008396-v:0/02015598-v:0/02227487-v:0/02316304-v:0/02423183-v:0/02635659-v:0/02680814-v:0/02721438-v:0
de de SP 1 -
cumprir cumprir VMN0000 0.529581 01640855-v:0/02561995-v:0/02563724-v:0/02671880-v:0
, , Fc 1 -
em em SP 1 -
o o DA0MS0 1 -
prazo prazo NCMS000 1 15116095-n:0/15153225-n:0/15180082-n:0/15224156-n:0
estabelecido estabelecer VMP00SM 0.97619 00539338-v:0/00665476-v:0/01647229-v:0/01655505-v:0/02427103-v:0/02621395-v:0/02635033-v:0/01635146-a:0/02493300-a:0
, , Fc 1 -
determinação determinação NCFS000 1 04862005-n:0/04864200-n:0/05838176-n:0
emanada emanar VMP00SF 0.992497 00004605-v:0/00546080-v:0/00546192-v:0
de de SP 1 -
o o DA0MS0 0.950254 - o PD0MS00 0.0313531 - o PP3MSA0 0.0183743 - o NCMS000 1.85412e-05 05198036-n:0/06832680-n:0
órgão órgão NCMS000 1 03273551-n:0/03494537-n:0/03494537-n:0/03854065-n:0/05297523-n:0/06595056-n:0/06595056-n:0/08349350-n:0/13087625-n:0
ou ou CC 1 -
de de SP 1 -
autoridade autoridade NCFS000 1 06411592-n:0/09824361-n:0/09824609-n:0
de de SP 1 -
a o DA0FS0 0.675415 - a SP 0.313151 - o PP3FSA0 0.00613742 - o PD0FS00 0.00514062 - a NCMS000 0.000156639 06831177-n:0
Ordem ordem NP00G00 1 05726596-n:0/07168131-n:0/07168623-n:0/07169242-n:0/07169848-n:0/07170467-n:0/07170572-n:0/07279687-n:0/07939382-n:0/08049401-n:0/08075388-n:0/08106934-n:0/08227214-n:0/08231184-n:0/08233056-n:0/08234493-n:0/08240169-n:0/08242675-n:0/08436562-n:0/08456993-n:0/13950812-n:0/14496710-n:0
, , Fc 1 -
em em SP 1 -
matéria matéria NCFS000 1 00020827-n:0/05814291-n:0/06599788-n:0/06676416-n:0
de de SP 1 -
a o DA0FS0 0.675415 - a SP 0.313151 - o PP3FSA0 0.00613742 - o PD0FS00 0.00514062 - a NCMS000 0.000156639 06831177-n:0
competência competência NCFS000 1 05153520-n:0/05154114-n:0/05622456-n:0
de de SP 1 -
esta este DD0FS0 0.877868 - este PD0FS00 0.122132 -
, , Fc 1 -
depois depois RG 1 00054212-r:0/00117620-r:0/00146281-r:0
de de SP 1 -
regularmente regular RG 1 -
notificado notificar VMP00SM 0.992518 00832778-v:0/00833199-v:0/00873682-v:0/00874175-v:0/00965390-v:0
; ; Fx 1 -
prestar prestar VMN0000 0.529581 00732224-v:0/02324182-v:0
concurso concurso NCMS000 1 07456188-n:0
a a SP 0.313151 -
clientes cliente NCCP000 1 09984659-n:0/09985075-n:0/10407726-n:0
ou ou CC 1 -
a o DA0FS0 0.675415 -
terceiros terceiro AO0MP00 1 -
para para SP 0.999444 -
realização realização NCFS000 1 00035189-n:0/00036762-n:0/00044150-n:0/00061917-n:0/00062451-n:0/00062806-n:0/00097504-n:0/00931847-n:0/01127379-n:0
de de SP 1 -
ato ato NCMS000 0.914009 00030358-n:0/00037396-n:0/00550341-n:0/06532095-n:0/06545137-n:0/07009640-n:0
contrário contrário NCMS000 0.916667 13858270-n:0/13858604-n:0
a a SP 1 -
a o DA0FS0 0.675415 - a SP 0.313151 - o PP3FSA0 0.00613742 - o PD0FS00 0.00514062 - a NCMS000 0.000156639 06831177-n:0
lei lei NCFS000 1 05846054-n:0/05872982-n:0/06532330-n:0/08209687-n:0/08441203-n:0/08456347-n:0
ou ou CC 1 -
destinado destinar VMP00SM 0.986111 00709379-v:0/00746479-v:0/00340626-a:0/01682822-a:0
a a SP 0.313151 -
fraudá fraudar VMN0000 1 02572119-v:0
a o PP3FSA0 1 -
; ; Fx 1 -
solicitar solicitar VMN0000 0.529581 00752764-v:0/00765396-v:0/01063695-v:0
ou ou CC 1 -
receber receber VMN0000 0.330909 00522751-v:0/00617095-v:0/00686879-v:0/00900583-v:0/01194418-v:0/01470225-v:0/02108377-v:0/02108654-v:0/02210119-v:0/02210855-v:0/02739480-v:0
de de SP 1 -
constituinte constituinte NCCS000 0.243133 06312966-n:0/09985075-n:0
qualquer qualquer DI0CS0 0.881232 -
importância importância NCFS000 1 05138208-n:0/05168261-n:0/05169507-n:0/05170574-n:0/14433587-n:0/14434681-n:0
para para SP 0.999444 -
aplicação aplicação NCFS000 1 00694990-n:0/00949134-n:0/01127019-n:0/06570110-n:0
ilícita ilícito AQ0FS00 1 01403760-a:0/01550572-a:0
ou ou CC 1 -
desonesta desonesto AQ0FS00 0.591236 00621207-a:0
; ; Fx 1 -
receber receber VMN0000 0.330909 00522751-v:0/00617095-v:0/00686879-v:0/00900583-v:0/01194418-v:0/01470225-v:0/02108377-v:0/02108654-v:0/02210119-v:0/02210855-v:0/02739480-v:0
valores valor NCMP000 0.493902 05138208-n:0/05159725-n:0/05856388-n:0/05923983-n:0/13413493-n:0/13764342-n:0
, , Fc 1 -
de de SP 1 -
a o DA0FS0 0.675415 - a SP 0.313151 - o PP3FSA0 0.00613742 - o PD0FS00 0.00514062 - a NCMS000 0.000156639 06831177-n:0
parte parte NCFS000 0.969571 01085098-n:0/03081021-n:0/03390207-n:0/03892891-n:0/04164989-n:0/05868954-n:0/06392001-n:0/09385911-n:0/09428741-n:0/10440387-n:0/13086908-n:0/13286524-n:0/13809207-n:0
contrária contrário AQ0FS00 0.667311 01246148-a:0/01662756-a:0/02382396-a:0
ou ou CC 1 -
de de SP 1 -
terceiro terceiro AO0MS00 0.992424 -
, , Fc 1 -
relacionados relacionar VMP00PM 0.992518 00713167-v:0/02458103-v:0/02676054-v:0/02724417-v:0/01971237-a:0/01972820-a:0
com com SP 1 -
o o DA0MS0 0.950254 -
objeto objeto NCMS000 1 00002684-n:0/05810948-n:0/06132724-n:0/06310237-n:0
de de SP 1 -
o o DA0MS0 0.950254 - o PD0MS00 0.0313531 - o PP3MSA0 0.0183743 - o NCMS000 1.85412e-05 05198036-n:0/06832680-n:0
mandato mandato NCMS000 0.98913 01140658-n:0/06530789-n:0/06552984-n:0/06556481-n:0
